Conocimiento,CursoSugeridoUdemy,URL,Nota
"Principios SOLID, cohesión y acoplamiento",Arquitectura de Software – Entrenamiento completo,https://www.udemy.com/course/arquitectura-de-software/,1
"Estilos arquitectónicos clásicos: monolito, cliente-servidor, N-capas",Arquitectura de Software – Entrenamiento completo,https://www.udemy.com/course/arquitectura-de-software/,1
Curiosidad y autonomía en el aprendizaje,Aprendizaje continuo,https://www.udemy.com/course/aprendizaje-continuo-y-adaptabilidad-en-el-trabajo/

"Arquitecturas modernas: APIs, EDA, microservicios, serverless","Arquitectura Software Moderna: DDD, Eventos, Microservicios y CQRS",https://www.udemy.com/course/arquitectura-software-moderna-ddd-eventos-microservicios-cqrs/
"Patrones de resiliencia: circuit breaker, retry, caching",Microservicios con Spring Boot y Resilience4j,https://www.udemy.com/course/microservicios-con-spring-boot-y-resilience4j/
"Estrategias de modernización: Strangler Pattern",Modernización de aplicaciones monolíticas a microservicios,https://www.udemy.com/course/modernizacion-de-aplicaciones-monoliticas-a-microservicios/
Integración de sistemas legacy con nuevos servicios,Integración de sistemas empresariales con Spring Integration,https://www.udemy.com/course/integracion-de-sistemas-empresariales-con-spring-integration/
Integración de sistemas legacy con nuevos servicios,Integración con APIs SOAP y REST en proyectos reales,https://www.udemy.com/course/integracion-con-apis-soap-y-rest/
Análisis de trade-offs técnicos y matrices de decisión,Diseño de Sistemas a Gran Escala y Arquitectura de Software,https://www.udemy.com/course/diseno-de-sistemas-a-gran-escala-y-arquitectura-de-software/
Análisis de trade-offs técnicos y matrices de decisión,Arquitectura de Software en la Práctica,https://www.udemy.com/course/arquitectura-de-software-en-la-practica/
Gestión de deuda técnica a nivel de proyecto,Arquitectura Software Avanzada: Más allá de los Patrones,https://www.udemy.com/course/arquitectura-software-avanzada-mas-alla-de-los-patrones/
Identificación de cuellos de botella y puntos únicos de fallo,Monitoreo de Rendimiento y Cuellos de Botella con Prometheus y Grafana,https://www.udemy.com/course/devs4j-monitoring/,1
Diseño guiado por requisitos no funcionales,Ingeniería de Software y Principios de Arquitectura,https://www.udemy.com/course/ingenieria-de-software-y-principios-de-arquitectura/
Diseño guiado por requisitos no funcionales,Arquitectura de Software – Entrenamiento completo,https://www.udemy.com/course/arquitectura-de-software/,1
"Automatización avanzada de pipelines CI/CD","DevOps en 5 Pasos – CI/CD Pipelines",https://www.udemy.com/course/devops-en-5-pasos-pipelines/
Infraestructura como código,Terraform Associate - Certificación Profesional (ES),https://www.udemy.com/course/terraform-associate-certificado-profesional/
Testing automatizado y calidad continua,Testing Automatizado en Java con JUnit 5 y Mockito,https://www.udemy.com/course/testing-automatizado-con-junit-y-mockito/
Testing automatizado y calidad continua,Pruebas Automatizadas con Selenium WebDriver,https://www.udemy.com/course/pruebas-automatizadas-con-selenium-webdriver/
Testing automatizado y calidad continua,DevOps Testing y QA Automation,https://www.udemy.com/course/devops-testing-y-qa-automation/
"Observabilidad intermedia: métricas, logs estructurados, trazas distribuidas","Monitoreo con Prometheus, Grafana, Spring Boot y Docker",https://www.udemy.com/course/devs4j-monitoring/,1
"Observabilidad intermedia: métricas, logs estructurados, trazas distribuidas","Observabilidad de Aplicaciones JAVA con OpenTelemetry",https://www.udemy.com/course/opentelemetry-java/
Uso de ADRs y toma de decisiones documentadas,Documentación efectiva de decisiones técnicas,https://www.udemy.com/course/documentacion-decisiones-tecnicas/
Certificación AWS Certified Solutions Architect – Associate (2),AWS Certified Solutions Architect – Associate [Español],https://www.udemy.com/course/aws-solutions-architect-associate-espanol/
Certificación AWS Certified Solutions Architect – Associate (2),AWS Solutions Architect Associate – Examen de práctica (ES),https://www.udemy.com/course/aws-solutions-architect-associate-examen-espanol/
Certificación Microsoft Azure Administrator (AZ-104) (2),AZ-104 Microsoft Azure Administrator en Español,https://www.udemy.com/course/curso-az-104-microsoft-azure-administrator/
Certificación Microsoft Azure Administrator (AZ-104) (2),Preparación Examen AZ-104 en Español,https://www.udemy.com/course/preparacion-examen-az-104-espanol/
Certificación Google Cloud Associate Cloud Engineer (2),Google Cloud Associate Cloud Engineer – Español,https://www.udemy.com/course/google-cloud-associate-cloud-engineer-espanol/
Certificación Docker Certified Associate (DCA),Preparación para Docker Certified Associate,https://www.udemy.com/course/preparacion-docker-certified-associate/
Certificación Kubernetes CKAD (Application Developer),Preparación para el examen CKAD en Español,https://www.udemy.com/course/ckad-preparacion-espanol/
Certificación HashiCorp Terraform Associate,Terraform Associate - Certificación Profesional (ES),https://www.udemy.com/course/terraform-associate-certificado-profesional/
Certificación HashiCorp Terraform Associate,Curso de Terraform en Español,https://www.udemy.com/course/terraform-en-espanol/
Comunicación efectiva con stakeholders técnicos y de negocio,Comunicación Efectiva en Equipos Técnicos,https://www.udemy.com/course/comunicacion-efectiva-en-equipos-tecnicos/
Certificación Scrum Fundamentals / Scrum Master I,Scrum Master Certificación,https://www.udemy.com/course/certificacion-scrum-master-profesional-psm-curso-completo/
Gestión de expectativas y presentación de soluciones,Gestión de Proyectos Ágiles con Scrum,https://www.udemy.com/course/gestion-de-proyectos-agiles-con-scrum/
Gestión de expectativas y presentación de soluciones,Comunicación de Soluciones Técnicas a Stakeholders,https://www.udemy.com/course/comunicacion-de-soluciones-tecnicas-a-stakeholders/
Liderazgo técnico sin autoridad formal,Liderazgo Técnico: Cómo liderar sin autoridad,https://www.udemy.com/course/liderazgo-tecnico/

Diseño de plataformas distribuidas multi-dominio,Arquitectura de Software – Entrenamiento completo,https://www.udemy.com/course/arquitectura-de-software/,1
Diseño de plataformas distribuidas multi-dominio,Diseño de Sistemas a Gran Escala y Arquitectura de Software,https://www.udemy.com/course/diseno-de-sistemas-a-gran-escala-y-arquitectura-de-software/
Diseño de plataformas distribuidas multi-dominio,Arquitectura de sistemas distribuidos con microservicios,https://www.udemy.com/course/arquitectura-de-sistemas-distribuidos-con-microservicios/
"Gobierno de arquitectura: blueprints, tech radar, architecture reviews",TOGAF 10 Nivel 1 – Fundamentos,https://www.udemy.com/course/togaf-10-nivel1/
"Gobierno de arquitectura: blueprints, tech radar, architecture reviews",TOGAF Enterprise Architecture Foundation,https://www.udemy.com/course/togaf-enterprise-architecture-foundation/
"Gobierno de arquitectura: blueprints, tech radar, architecture reviews",TOGAF Estándar 10 – Exámenes de práctica,https://www.udemy.com/course/togaf-estandar-10-nivel-1-foundation-preparacion-examen/
"Seguridad avanzada: IAM, OIDC, SAML",Master definitivo Spring Security 6 JWT y OAuth2,https://www.udemy.com/course/spring-security-oauth2-jwt/
"Seguridad avanzada: IAM, OIDC, SAML",Keycloak: Autenticación y autorización con OpenID Connect,https://www.udemy.com/course/keycloak-autenticacion-y-autorizacion/
"Seguridad avanzada: IAM, OIDC, SAML",Implementando OAuth2 y OIDC en APIs,https://www.udemy.com/course/implementando-oauth2-y-oidc-en-apis/
FinOps y evaluación de costes en arquitectura,FinOps Practitioner – Curso Oficial en Español,https://www.udemy.com/course/aprende-certifica-finops-practitioner-focp-en-espanolingles/
FinOps y evaluación de costes en arquitectura,FinOps Certified Practitioner – Preparación en Español,https://www.udemy.com/course/finops-certified-practitioner-quiz-explicacion-espanol-2024/
"Cloud avanzado: AWS, Azure, GCP, patrones multi-cloud",AWS Certified Solutions Architect – Professional [Español],https://www.udemy.com/course/aws-solutions-architect-professional-espanol/
"Cloud avanzado: AWS, Azure, GCP, patrones multi-cloud",Curso AZ-305 Microsoft Azure Solutions Architect Expert,https://www.udemy.com/course/curso-az-305-microsoft-azure-solutions-architect-expert/
"Cloud avanzado: AWS, Azure, GCP, patrones multi-cloud",Google Cloud Professional Cloud Architect – Preparación,https://www.udemy.com/course/google-cloud-professional-cloud-architect-preparacion/
"Arquitecturas impulsadas por IA, agentes y Edge computing",Inteligencia Artificial aplicada a arquitectura de software,https://www.udemy.com/course/inteligencia-artificial-aplicada-a-arquitectura/
"Arquitecturas impulsadas por IA, agentes y Edge computing",Agentes de IA y LLMs con Python desde cero,https://www.udemy.com/course/agentes-de-ia-y-llms-con-python/
"Arquitecturas impulsadas por IA, agentes y Edge computing",Edge Computing: Fundamentos y casos prácticos,https://www.udemy.com/course/edge-computing-fundamentos/
Gestión de deuda técnica a escala organizacional,Refactorización de código y gestión de deuda técnica,https://www.udemy.com/course/refactorizacion-de-codigo-y-control-de-deuda-tecnica/
Gestión de deuda técnica a escala organizacional,Arquitectura Software Avanzada: Más allá de los Patrones,https://www.udemy.com/course/arquitectura-software-avanzada-mas-alla-de-los-patrones/
Gestión de deuda técnica a escala organizacional,Modernización de aplicaciones monolíticas a microservicios,https://www.udemy.com/course/modernizacion-de-aplicaciones-monoliticas-a-microservicios/
"Optimización de disponibilidad, resiliencia y escalabilidad",Microservicios con Spring Boot y Resilience4j,https://www.udemy.com/course/microservicios-con-spring-boot-y-resilience4j/
"Optimización de disponibilidad, resiliencia y escalabilidad",Arquitectura resiliente y escalable con Spring Cloud,https://www.udemy.com/course/arquitectura-resiliente-escalable-spring-cloud/
Gestión del riesgo técnico y sostenibilidad a largo plazo,Arquitectura de Software – Entrenamiento completo,https://www.udemy.com/course/arquitectura-de-software/,1
Gestión del riesgo técnico y sostenibilidad a largo plazo,Arquitectura de Software en la Práctica,https://www.udemy.com/course/arquitectura-de-software-en-la-practica/
"Observabilidad holística y prácticas SRE (SLO, Error Budgets)",ELK Stack y OpenTelemetry: Observabilidad de Microservicios,https://www.udemy.com/course/observabilidad-microservicios-aplicaciones-distribuidas/
"Observabilidad holística y prácticas SRE (SLO, Error Budgets)",Site Reliability Engineering (SRE) para principiantes,https://www.udemy.com/course/site-reliability-engineering-sre-para-principiantes/
"Observabilidad holística y prácticas SRE (SLO, Error Budgets)",Monitoreo avanzado con Prometheus y Grafana,https://www.udemy.com/course/devs4j-monitoring/
"Automatización avanzada en despliegues multi-entorno","DevOps Integral: Docker, Kubernetes, Jenkins, GitFlow",https://www.udemy.com/course/devops-con-dockers-kubernetes-jenkins-y-gitflow-cicd/
Automatización avanzada en despliegues multi-entorno,"CI/CD Avanzado con Jenkins, GitLab y ArgoCD",https://www.udemy.com/course/cicd-avanzado-con-jenkins-gitlab-y-argocd/
Refactorización continua en sistemas complejos,Refactorización de Código y Control de Deuda Técnica,https://www.udemy.com/course/refactorizacion-de-codigo-y-control-de-deuda-tecnica/
Refactorización continua en sistemas complejos,Modernización de aplicaciones monolíticas a microservicios,https://www.udemy.com/course/modernizacion-de-aplicaciones-monoliticas-a-microservicios/
Kubernetes avanzado y orquestación a gran escala,Kubernetes avanzado: Preparación para el examen CKA,https://www.udemy.com/course/kubernetes-avanzado-preparacion-cka/
Kubernetes avanzado y orquestación a gran escala,Kubernetes desde cero a producción,https://www.udemy.com/course/kubernetes-desde-cero/
Kubernetes avanzado y orquestación a gran escala,Guía completa de Docker y Kubernetes con Spring Boot,https://www.udemy.com/course/guia-completa-de-docker-kubernetes-con-spring-boot/
Herramientas de modernización y migración de sistemas legacy,Modernización de aplicaciones monolíticas a microservicios,https://www.udemy.com/course/modernizacion-de-aplicaciones-monoliticas-a-microservicios/
Herramientas de modernización y migración de sistemas legacy,Integración con sistemas legacy usando Spring Integration,https://www.udemy.com/course/integracion-de-sistemas-empresariales-con-spring-integration/
Certificación TOGAF: gobierno y diseño de arquitectura empresarial,TOGAF 10 Nivel 1 – Fundamentos,https://www.udemy.com/course/togaf-10-nivel1/
Certificación TOGAF: gobierno y diseño de arquitectura empresarial,TOGAF Enterprise Architecture Foundation,https://www.udemy.com/course/togaf-enterprise-architecture-foundation/
Certificación TOGAF: gobierno y diseño de arquitectura empresarial,TOGAF Estándar 10 – Exámenes de práctica,https://www.udemy.com/course/togaf-estandar-10-nivel-1-foundation-preparacion-examen/
Certificación AWS Solutions Architect – Professional,AWS Certified Solutions Architect – Professional (ES),https://www.udemy.com/course/aws-solutions-architect-professional-espanol/
Certificación AWS Solutions Architect – Professional,Curso Preparación AWS Solutions Architect – Professional,https://www.udemy.com/course/aws-solutions-architect-professional-preparacion/
Certificación Azure Solutions Architect Expert,Curso AZ-305 Microsoft Azure Solutions Architect Expert,https://www.udemy.com/course/curso-az-305-microsoft-azure-solutions-architect-expert/
Certificación Azure Solutions Architect Expert,Preparación examen AZ-305 en Español,https://www.udemy.com/course/az-305-espanol/
Certificación Google Cloud Professional Cloud Architect,Google Cloud Professional Cloud Architect – Preparación,https://www.udemy.com/course/google-cloud-professional-cloud-architect-preparacion/
Certificación Google Cloud Professional Cloud Architect,Google Cloud Professional Cloud Architect – Curso Completo (ES),https://www.udemy.com/course/google-cloud-architect-espanol/
Certificación Kubernetes CKA – Administrator,Kubernetes avanzado: Preparación para el examen CKA,https://www.udemy.com/course/kubernetes-avanzado-preparacion-cka/
Certificación Kubernetes CKA – Administrator,Kubernetes desde cero a producción,https://www.udemy.com/course/kubernetes-desde-cero/
Certificación Kubernetes CKA – Administrator,Guía completa de Docker y Kubernetes con Spring Boot,https://www.udemy.com/course/guia-completa-de-docker-kubernetes-con-spring-boot/
Certificación IASA – Software Architect,Arquitectura de Software – Entrenamiento completo,https://www.udemy.com/course/arquitectura-de-software/,1
Certificación IASA – Software Architect,Arquitectura de Software en la Práctica,https://www.udemy.com/course/arquitectura-de-software-en-la-practica/
Mentorización de arquitectos en formación (Plan Jedi),Liderazgo Técnico: Cómo liderar sin autoridad,https://www.udemy.com/course/liderazgo-tecnico/
Mentorización de arquitectos en formación (Plan Jedi),Comunicación y liderazgo en equipos ágiles,https://www.udemy.com/course/comunicacion-y-liderazgo-en-equipos-agiles/
Mentorización de arquitectos en formación (Plan Jedi),Mentoring y Coaching para líderes tecnológicos,https://www.udemy.com/course/mentoring-y-coaching-para-lideres-tecnologicos/
Revisión de pliegos y casos de negocio reales,Arquitectura de Software – Entrenamiento completo,https://www.udemy.com/course/arquitectura-de-software/,1
Revisión de pliegos y casos de negocio reales,Arquitectura de Software en la Práctica,https://www.udemy.com/course/arquitectura-de-software-en-la-practica/
Revisión de pliegos y casos de negocio reales,Fundamentos de Ingeniería de Requisitos y Análisis de Negocio,https://www.udemy.com/course/ingenieria-de-requisitos-y-analisis-de-negocio/
Charlas técnicas y evangelización de arquitectura,Storytelling para presentaciones técnicas,https://www.udemy.com/course/storytelling-para-presentaciones-tecnicas/
Charlas técnicas y evangelización de arquitectura,Comunicación efectiva para equipos técnicos,https://www.udemy.com/course/comunicacion-efectiva-en-equipos-tecnicos/
Charlas técnicas y evangelización de arquitectura,Hablar en público: Presentaciones técnicas con impacto,https://www.udemy.com/course/hablar-en-publico-presentaciones-tecnicas/
Storytelling técnico y toma de decisiones estratégicas,Storytelling para presentaciones técnicas,https://www.udemy.com/course/storytelling-para-presentaciones-tecnicas/
Storytelling técnico y toma de decisiones estratégicas,Comunicación avanzada: Escucha activa y empatía,https://www.udemy.com/course/comunicacion-avanzada-escucha-activa-empatia-y-asertividad/
Storytelling técnico y toma de decisiones estratégicas,Comunicación de decisiones técnicas a stakeholders,https://www.udemy.com/course/comunicacion-de-decisiones-tecnicas-a-stakeholders/

